Rank,Name,Score,Finish Time ,Q1 (2),Q2 (4),Q3 (5),Q4 (6)
14894,vishal22_8  ,6,1:30:40, 0:07:24  1, 1:15:40  2,,
14895,Avanti45  ,6,1:30:40, 0:05:19, 1:00:40  6,,
14896,codeholic_01  ,6,1:30:41, 0:07:58, 0:40:41  10,,
14897,rohitmene  ,6,1:30:46, 0:58:47, 1:15:46  3,,
14898,Anshul_M  ,6,1:30:47, 0:03:55, 0:35:47  11,,
14899,2210030403  ,6,1:30:50, 0:07:20, 1:20:50  2,,
14900,srichaitanya784  ,6,1:30:53, 0:54:43, 1:05:53  5,,
14901,keh_ke_lenge  ,6,1:30:55, 0:04:14, 1:05:55  5,,
14902,harikanthgoud  ,6,1:30:56, 1:20:20  1, 1:25:56,,
14903,Ayush_999  ,6,1:30:57, 0:07:01  1, 0:55:57  6,,
14904,abhaysingla05  ,6,1:31:00, 0:06:58  4, 0:21:00  10,,
14905,lucifer_574  ,6,1:31:01, 0:31:41, 1:16:01  3,,
14906,Bhargav_chirmadasu_30053  ,6,1:31:01, 0:58:34, 1:26:01  1,,
14907,deepika_12d6  ,6,1:31:02, 0:54:46, 1:21:02  2,,
14908,proleet7bg  ,6,1:31:03, 0:31:21, 1:11:03  4,,
14909,rajkothari634  ,6,1:31:05, 0:15:14  2, 1:06:05  3,,
14910,Saran_E  ,6,1:31:07, 0:06:16, 1:16:07  3,,
14911,marianatrench1397  ,6,1:31:08, 0:02:55, 1:06:08  5,,
14912,klu_2100031156  ,6,1:31:12, 0:53:28, 1:11:12  4,,
14913,maikhuri_02  ,6,1:31:14, 0:11:48, 1:16:14  3,,
14914,Jhansi2626  ,6,1:31:18, 0:35:42  1, 1:16:18  2,,
14915,yash_ggs  ,6,1:31:21, 0:05:18, 0:46:21  9,,
14916,meheratharva  ,6,1:31:21, 0:55:30, 1:16:21  3,,
14917,Satvika_j  ,6,1:31:22, 0:21:56, 1:26:22  1,,
14918,Arjun-16  ,6,1:31:28, 0:01:45, 1:06:28  5,,
14919,HiroX  ,6,1:31:28, 0:19:49, 1:06:28  5,,
14920,adityakumarmishra31march  ,6,1:31:29, 0:10:17, 1:21:29  2,,
14921,kamuik16  ,6,1:31:35, 0:30:25, 1:16:35  3,,
14922,duttabitan26  ,6,1:31:36, 0:21:32, 1:01:36  6,,
14923,itachi_uchiha01  ,6,1:31:36, 0:07:47, 0:36:36  11,,
14924,chuvya_24  ,6,1:31:36, 1:15:22, 1:26:36  1,,
14925,Annu_pandey  ,6,1:31:38, 0:03:29, 0:46:38  9,,
14926,21r01a67j7  ,6,1:31:38, 1:02:11, 1:26:38  1,,
14927,abhiramnaidu2003  ,6,1:31:40, 0:04:29, 0:46:40  9,,
14928,Yogesh_Mandapaka  ,6,1:31:40, 0:03:04, 1:06:40  5,,
14929,Jatin_Varyani  ,6,1:31:44, 0:03:33, 1:11:44  4,,
14930,sasibunny31  ,6,1:31:45, 0:05:28, 1:21:45  2,,
14931,geethika9502  ,6,1:31:46, 1:12:49  1, 1:21:46  1,,
14932,ticcc  ,6,1:31:46, 0:11:27, 1:26:46  1,,
14933,Vinay8854  ,6,1:31:50, 0:08:07, 0:46:50  9,,
14934,s_t_a_n_7  ,6,1:31:51, 0:43:41, 1:11:51  4,,
14935,suraj_zinzuwadia  ,6,1:31:52, 0:41:11, 1:01:52  6,,
14936,kotenb  ,6,1:31:53, 0:01:55, 1:01:53  6,,
14937,nageswarnandyala  ,6,1:31:54, 0:23:47, 1:01:54  6,,
14938,cool-ritchiek6s  ,6,1:31:54, 0:04:37, 1:06:54  5,,
14939,TerminatorSS24  ,6,1:31:55, 0:28:38  2, 0:46:55  7,,
14940,Roshni_003  ,6,1:31:55, 0:40:48, 1:26:55  1,,
14941,Varunkumar1605  ,6,1:31:57, 1:13:57, 1:26:57  1,,
14942,killersjnv  ,6,1:31:58, 0:01:33, 0:46:58  9,,
14943,AvnishTiwari8  ,6,1:31:59, 0:07:55, 1:11:59  4,,
14944,ajayvijay9929  ,6,1:31:59, 0:32:34, 1:01:59  6,,
14945,rishita21  ,6,1:32:04, 0:50:50, 1:17:04  3,,
14946,surajmukade  ,6,1:32:07, 0:14:10, 1:12:07  4,,
14947,Meuk  ,6,1:32:08, 0:08:54, 1:02:08  6,,
14948,Yasaswi_S  ,6,1:32:08, 0:29:50, 1:22:08  2,,
14949,pao0626  ,6,1:32:08, 0:03:52, 0:57:08  7,,
14950,sidd_007  ,6,1:32:10, 0:12:23, 1:12:10  4,,
14951,AviXXX1  ,6,1:32:12, 0:32:09, 1:22:12  2,,
14952,gundaaashish  ,6,1:32:12, 0:34:12, 1:27:12  1,,
14953,Thevaibhavgarg  ,6,1:32:18, 0:34:42, 1:17:18  3,,
14954,66A0_sriiii  ,6,1:32:21, 0:11:48, 1:22:21  2,,
14955,liui2020  ,6,1:32:21, 0:27:40, 1:07:21  5,,
14956,21ECB20  ,6,1:32:21, 0:25:29, 0:57:21  7,,
14957,ludono  ,6,1:32:22, 0:03:02, 1:02:22  6,,
14958,udayreddy569  ,6,1:32:24, 0:06:28, 1:02:24  6,,
14959,sujan-p  ,6,1:32:26, 0:01:29, 1:12:26  4,,
14960,Dibbu19  ,6,1:32:27, 0:08:41, 0:47:27  9,,
14961,rahulpatil10r  ,6,1:32:28, 0:09:47  1, 0:47:28  8,,
14962,sridharyenuka7  ,6,1:32:32, 0:27:17, 1:27:32  1,,
14963,robinofautumn99  ,6,1:32:34, 0:04:43, 1:17:34  3,,
14964,feng-yan-7  ,6,1:32:35, 0:43:37, 1:22:35  2,,
14965,srivastavashivang34  ,6,1:32:36, 0:10:16  2, 0:32:36  10,,
14966,vsramakrishnaraju  ,6,1:32:37, 0:15:59, 1:17:37  3,,
14967,ssmanjunath  ,6,1:32:38, 0:05:56, 0:42:38  10,,
14968,nitrbiswa  ,6,1:32:39, 0:07:47, 0:52:39  8,,
14969,Abhay_9074  ,6,1:32:42, 0:35:04, 1:17:42  3,,
14970,tanmayagrawal8439  ,6,1:32:43, 0:09:31, 1:17:43  3,,
14971,22b01a12h5  ,6,1:32:44, 0:50:46, 1:12:44  4,,
14972,pappukr034  ,6,1:32:50, 0:58:02, 1:22:50  2,,
14973,eagle-6a  ,6,1:32:52, 0:23:47, 1:07:52  5,,
14974,Srinithya_26  ,6,1:32:52, 1:27:52  1, 1:23:45,,
14975,sui-xin-suo-yu-z  ,6,1:32:58, 0:26:12, 1:27:58  1,,
14976,nwddeepakraj  ,6,1:33:00, 1:06:35, 1:28:00  1,,
14977,VivekVashist44  ,6,1:33:02, 0:12:03, 0:53:02  8,,
14978,pranavv06  ,6,1:33:05, 1:02:46, 1:18:05  3,,
14979,Veeky_kumar  ,6,1:33:07, 0:06:25, 1:13:07  4,,
14980,Rishipatil  ,6,1:33:09, 0:04:13, 0:48:09  9,,
14981,nakulattrey2003  ,6,1:33:10, 0:33:30, 1:18:10  3,,
14982,imjhanna  ,6,1:33:10, 1:23:10, 1:18:46  2,,
14983,akshat757  ,6,1:33:10, 0:13:53, 1:08:10  5,,
14984,Hbhagat_4579  ,6,1:33:11, 0:12:58, 0:58:11  7,,
14985,abhijeet077  ,6,1:33:11, 0:06:29, 1:18:11  3,,
14986,rithwik003  ,6,1:33:12, 0:04:37  1, 1:18:12  2,,
14987,217r1a05n7  ,6,1:33:15, 1:08:32, 1:28:15  1,,
14988,gnaneshwar1031  ,6,1:33:16, 0:15:45, 1:23:16  2,,
14989,ujjwalkathait  ,6,1:33:17, 0:10:07  2, 1:13:17  2,,
14990,JhaSamirK  ,6,1:33:17, 0:07:30, 1:03:17  6,,
14991,harshnagrani009  ,6,1:33:17, 0:07:23, 1:13:17  4,,
14992,shreyanshmishracr7  ,6,1:33:21, 0:04:15, 1:13:21  4,,
14993,eqbalzeeshan072  ,6,1:33:22, 0:29:37, 0:53:22  8,,
14994,2210030050  ,6,1:33:23, 0:18:40, 1:28:23  1,,
14995,mohit832  ,6,1:33:25, 0:16:23, 1:08:25  5,,
14996,ujju2132  ,6,1:33:25, 1:11:30  3, 1:18:25,,
14997,user6448TK  ,6,1:33:29, 1:14:04, 1:28:29  1,,
14998,vaarunx  ,6,1:33:29, 0:10:46, 1:13:29  4,,
14999,klu_2100031123  ,6,1:33:29, 0:35:06, 1:18:29  3,,
15000,vibhuti2201  ,6,1:33:30, 0:02:36, 1:13:30  4,,
15001,2210030012  ,6,1:33:30, 0:42:51, 1:13:30  4,,
15002,pragya0705  ,6,1:33:31, 0:15:41, 1:13:31  4,,
15003,prikshitjuneja842  ,6,1:33:31, 0:14:17, 1:08:31  5,,
15004,smit2002  ,6,1:33:31, 0:05:12, 1:13:31  4,,
15005,PrasoonRawat  ,6,1:33:32, 0:03:02, 1:08:32  5,,
15006,deepthi262004  ,6,1:33:33, 1:14:18  2, 1:23:33,,
15007,shreya_3702  ,6,1:33:35, 0:18:21, 1:13:35  4,,
15008,AnshikaDhiman  ,6,1:33:35, 0:43:36, 1:28:35  1,,
15009,Rahul_Gumgaonkar  ,6,1:33:39, 0:04:11, 0:58:39  7,,
15010,sandilya27  ,6,1:33:41, 0:05:10, 0:58:41  7,,
15011,DevBhuyan  ,6,1:33:41, 0:04:25, 0:58:41  7,,
15012,priti77484kumari  ,6,1:33:42, 1:27:00  1, 1:28:42,,
15013,veditha_thanneru  ,6,1:33:46, 0:06:21, 1:28:46  1,,
15014,mohit8181  ,6,1:33:47, 0:11:13, 0:43:47  10,,
15015,user8176yb  ,6,1:33:48, 0:52:59, 1:23:48  2,,
15016,d_sathish  ,6,1:33:49, 0:07:02, 1:13:49  4,,
15017,Aditya__ed  ,6,1:33:50, 0:17:53, 0:53:50  8,,
15018,Mounika2810  ,6,1:33:52, 1:06:34, 1:18:52  3,,
15019,Shivathmika_Merugu  ,6,1:33:53, 0:09:52, 1:03:53  6,,
15020,syntaxSavior007  ,6,1:33:53, 0:03:00, 0:43:53  10,,
15021,belugaop  ,6,1:33:53, 0:56:28  1, 1:13:53  3,,
15022,ujjwal_gupta25  ,6,1:33:56, 1:23:56, 0:49:24  2,,
15023,Yaswanth_Nandineni  ,6,1:33:58, 0:12:43, 1:03:58  6,,
15024,user3220NM  ,6,1:33:58, 0:55:14, 1:13:58  4,,
15025,srinidhiK_15082003-23151523  ,6,1:34:02, 0:24:28, 1:14:02  4,,
15026,Ajay-Ganapathy  ,6,1:34:02, 0:01:49, 0:59:02  7,,
15027,code__void  ,6,1:34:02, 0:02:18, 1:24:02  2,,
15028,Himanshi_Raj  ,6,1:34:03, 0:36:02, 1:04:03  6,,
15029,tyson0007  ,6,1:34:09, 0:01:57, 1:04:09  6,,
15030,medhamallick  ,6,1:34:10, 0:27:46, 1:24:10  2,,
15031,UrvishMehta  ,6,1:34:10, 0:06:14, 1:14:10  4,,
15032,upChVns  ,6,1:34:12, 0:04:23, 1:09:12  5,,
15033,kanhaiyasahu01  ,6,1:34:13, 0:03:32, 1:14:13  4,,
15034,biswajitpagal21  ,6,1:34:14, 0:21:58, 1:14:14  4,,
15035,solisahithya1234  ,6,1:34:14, 0:18:06  1, 1:24:14  1,,
15036,santhoshk27  ,6,1:34:14, 0:32:02, 0:54:14  8,,
15037,ayushsupakar22  ,6,1:34:15, 0:47:25, 1:24:15  2,,
15038,prajnashettykalmakki  ,6,1:34:17, 0:18:00, 1:14:17  4,,
15039,salawhaaat  ,6,1:34:17, 0:05:53  1, 1:09:17  4,,
15040,Start_Again02  ,6,1:34:17, 0:09:52, 1:24:17  2,,
15041,Harsh_261  ,6,1:34:18, 0:03:24, 0:54:18  8,,
15042,_tarunkr_chauhan  ,6,1:34:19, 0:07:23, 0:54:19  8,,
15043,Hardik125  ,6,1:34:26, 0:05:53, 1:09:26  5,,
15044,sai_priya09  ,6,1:34:27, 0:08:42, 1:29:27  1,,
15045,niteshdsa9598  ,6,1:34:27, 0:14:28, 1:19:27  3,,
15046,Ruthik_Legend  ,6,1:34:28, 0:10:27, 0:59:28  7,,
15047,sidd_code  ,6,1:34:29, 0:06:14, 1:19:29  3,,
15048,aditya343117  ,6,1:34:29, 0:13:59, 0:59:29  7,,
15049,sanjanavrs23  ,6,1:34:30, 0:27:29  2, 0:54:30  6,,
15050,saicharan8773  ,6,1:34:31, 1:23:10  1, 1:29:31,,
15051,ionjestin  ,6,1:34:31, 0:02:05, 0:44:31  10,,
15052,hammadrehan2712barca  ,6,1:34:32, 0:09:53, 1:19:32  3,,
15053,Hunter_banna  ,6,1:34:33, 0:02:55, 1:04:33  6,,
15054,dmunjpata  ,6,1:34:34, 0:02:27, 0:59:34  7,,
15055,fu-nian-6  ,6,1:34:35, 0:04:03, 1:14:35  4,,
15056,Scrapper_700  ,6,1:34:35, 0:02:30, 1:14:35  4,,
15057,manpalsingh25061996  ,6,1:34:37, 0:10:28, 1:14:37  4,,
15058,sripriya471g  ,6,1:34:38, 0:15:32, 1:19:38  3,,
15059,abhaymishra8765  ,6,1:34:39, 1:19:39, 1:17:22  3,,
15060,ankittarar703  ,6,1:34:40, 0:18:49  2, 0:59:40  5,,
15061,Anmol_Parihar  ,6,1:34:43, 0:11:54, 0:44:43  10,,
15062,Ankitfactech  ,6,1:34:43, 0:03:55, 1:04:43  6,,
15063,Rohit_07_  ,6,1:34:44, 0:09:12, 1:04:44  6,,
15064,21r01a66d5  ,6,1:34:48, 0:36:49, 1:19:48  3,,
15065,prashant-2-4-4  ,6,1:34:49, 0:07:31, 1:29:49  1,,
15066,iadityagupta  ,6,1:34:49, 0:06:07, 1:19:49  3,,
15067,aaryaniiitu  ,6,1:34:49, 0:44:10, 1:29:49  1,,
15068,21r01a0550  ,6,1:34:52, 0:19:17, 1:24:52  2,,
15069,sushmanthreddy  ,6,1:34:53, 1:08:27  2, 1:19:53  1,,
15070,user2884sp  ,6,1:34:53, 0:46:12, 1:29:53  1,,
15071,DebangshiKundu  ,6,1:34:53, 0:03:36, 0:59:53  7,,
15072,ishikabansal3130  ,6,1:34:54, 0:06:12, 1:14:54  4,,
15073,deepu02  ,6,1:34:56, 0:10:15, 1:14:56  4,,
15074,KasuTeresa  ,6,1:35:00, 1:25:00  1, 1:15:03  1,,
15075,just_riddhesh__  ,6,1:35:01, 0:04:07, 1:20:01  3,,
15076,SumanthNarasimhulu  ,6,1:35:01, 0:40:28, 1:05:01  6,,
15077,pujara_G  ,6,1:35:02, 0:07:46  1, 1:10:02  4,,
15078,krishnenduroy2001  ,6,1:35:05, 0:08:40, 1:15:05  4,,
15079,Upasana_29  ,6,1:35:07, 0:04:58, 1:05:07  6,,
15080,kuzaleks  ,6,1:35:09, 0:04:01, 1:00:09  7,,
15081,pratulyapratap  ,6,1:35:09, 0:04:04, 0:55:09  8,,
15082,Sambhav_hai  ,6,1:35:14, 0:06:25, 1:20:14  3,,
15083,Vaibhav_Gupta_22  ,6,1:35:16, 0:02:11, 1:05:16  6,,
15084,mahajananurag553  ,6,1:35:19, 0:05:02, 1:20:19  3,,
15085,Kovid_krishnan_30  ,6,1:35:19, 0:02:06, 1:15:19  4,,
15086,abhi__12  ,6,1:35:19, 0:02:52, 1:25:19  2,,
15087,22_arunthathi  ,6,1:35:20, 1:01:52  1, 1:25:20  1,,
15088,Ragul03  ,6,1:35:22, 0:16:54  2, 1:10:22  3,,
15089,deity_of_death  ,6,1:35:22, 0:03:43, 1:15:22  4,,
15090,capturetheflag  ,6,1:35:23, 1:03:41, 1:25:23  2,,
15091,RahulMishra-6299  ,6,1:35:24, 0:22:35, 0:50:24  9,,
15092,subodhpathak51  ,6,1:35:24, 1:00:33, 1:20:24  3,,
15093,Rittik-Kumar  ,6,1:35:25, 0:22:34, 1:25:25  2,,
15094,kiu2024springsabaxdev  ,6,1:35:26, 1:03:05  5, 1:10:26,,
15095,seemasangwan  ,6,1:35:26, 0:03:02, 0:50:26  9,,
15096,ashwin009009  ,6,1:35:28, 0:03:28, 1:20:28  3,,
15097,Raj_Borad  ,6,1:35:29, 0:03:37, 1:20:29  3,,
15098,xi-xi-ibx  ,6,1:35:30, 0:05:16, 1:00:30  7,,
15099,adityasasane013  ,6,1:35:32, 0:03:51, 1:25:32  2,,
15100,user8222rx  ,6,1:35:34, 0:16:37, 1:10:34  5,,
15101,Muskangupta175  ,6,1:35:35, 0:02:44, 1:05:35  6,,
15102,vibrant-haibt7sn  ,6,1:35:37, 1:05:06, 1:20:37  3,,
15103,LYxHspxMBF  ,6,1:35:38, 0:07:22, 1:15:38  4,,
15104,Astha86  ,6,1:35:41, 0:08:45, 1:10:41  5,,
15105,harshit1110  ,6,1:35:42, 0:11:30  2, 0:50:42  7,,
15106,ashishbenny8  ,6,1:35:44, 0:07:34, 1:10:44  5,,
15107,ash__ish  ,6,1:35:46, 0:03:32, 1:15:46  4,,
15108,gollurukandoorvaishnavi  ,6,1:35:48, 0:44:57, 1:15:48  4,,
15109,22b01a4603  ,6,1:35:48, 0:32:00  4, 1:10:48  1,,
15110,abhishekyadav7102004  ,6,1:35:49, 1:05:49  2, 1:01:35  4,,
15111,dark_horse_29  ,6,1:35:49, 0:03:38, 1:10:49  5,,
15112,karthik407  ,6,1:35:54, 0:30:44, 1:20:54  3,,
15113,Jahnavi_6  ,6,1:35:54, 0:25:00, 1:00:54  7,,
15114,shanky74022  ,6,1:35:57, 0:01:55, 1:15:57  4,,
15115,22cse139  ,6,1:36:02, 0:28:31, 1:26:02  2,,
15116,priyanshumandloigurukul  ,6,1:36:05, 0:06:21, 1:06:05  6,,
15117,nakrkt  ,6,1:36:11, 0:04:41, 1:26:11  2,,
15118,vaishnaviyalal  ,6,1:36:11, 0:15:34  2, 0:51:11  7,,
15119,Mayer_Goyal123  ,6,1:36:13, 0:29:18, 0:51:13  9,,
15120,21R01A66B5  ,6,1:36:14, 0:24:58, 1:26:14  2,,
15121,vikzhunt  ,6,1:36:15, 0:09:44, 1:26:15  2,,
15122,karan2310c  ,6,1:36:15, 0:04:17, 1:06:15  6,,
15123,mradul_10_  ,6,1:36:18, 0:04:03, 0:41:18  11,,
15124,Blazing_ROHIT  ,6,1:36:18, 0:02:06, 1:01:18  7,,
15125,utkarsh_agrawal_  ,6,1:36:20, 0:06:37, 0:56:20  8,,
15126,indiandelighted  ,6,1:36:21, 0:28:20, 1:26:21  2,,
15127,21h51a6607  ,6,1:36:21, 0:13:28, 1:21:21  3,,
15128,Nandishm  ,6,1:36:22, 0:04:25, 1:06:22  6,,
15129,prchand011  ,6,1:36:24, 0:10:01, 1:11:24  5,,
15130,sharmaanjani058  ,6,1:36:26, 0:06:25, 1:01:26  7,,
15131,navdeepShah  ,6,1:36:29, 0:43:00, 1:21:29  3,,
15132,211FA04653  ,6,1:36:29, 0:05:44, 0:51:29  9,,
15133,praveen1547  ,6,1:36:30, 0:10:40, 1:11:30  5,,
15134,raghavaraw123  ,6,1:36:30, 1:02:45  5, 1:11:30,,
15135,Cielostie  ,6,1:36:31, 0:22:40, 1:26:31  2,,
15136,shanawazm8276  ,6,1:36:33, 1:01:42  1, 1:16:33  3,,
15137,two-ticks  ,6,1:36:33, 0:04:22, 1:16:33  4,,
15138,sharp-goldstineegb  ,6,1:36:33, 0:02:50, 1:06:33  6,,
15139,happysunriseman  ,6,1:36:33, 0:01:34, 1:06:33  6,,
15140,aktarei  ,6,1:36:36, 0:16:41, 1:16:36  4,,
15141,2210030180  ,6,1:36:36, 0:19:14, 1:11:36  5,,
15142,Anushka228  ,6,1:36:37, 0:20:04  2, 1:06:37  4,,
15143,RohitKotha  ,6,1:36:38, 1:22:28, 1:26:38  2,,
15144,nikhita_501  ,6,1:36:41, 1:03:16, 1:11:41  5,,
15145,VigneshkumarRathinasamy  ,6,1:36:41, 0:04:05, 1:01:41  7,,
15146,MACHMichael  ,6,1:36:45, 1:12:21  1, 1:21:45  2,,
15147,denyskietov  ,6,1:36:46, 0:05:58, 0:51:46  9,,
15148,Nicetomeetu  ,6,1:36:46, 1:12:23, 1:21:46  3,,
15149,Soham_Kontra  ,6,1:36:47, 0:07:02, 0:36:47  12,,
15150,amitchaudhary5  ,6,1:36:49, 0:06:18, 1:06:49  6,,
15151,227r1a67a0  ,6,1:36:50, 1:16:02, 1:26:50  2,,
15152,abhay1158  ,6,1:36:51, 0:10:59, 1:26:51  2,,
15153,Furqan_Majeed  ,6,1:36:52, 0:31:15, 1:01:52  7,,
15154,Gojozoro16  ,6,1:36:52, 0:06:04  1, 0:51:52  8,,
15155,Mangesh_Ashtankar  ,6,1:36:56, 0:12:35  1, 1:06:56  5,,
15156,sanjiv0286  ,6,1:36:58, 0:06:22  1, 1:21:58  2,,
15157,21H51A05J2  ,6,1:36:58, 0:57:04, 1:26:58  2,,
15158,premkumar_422  ,6,1:36:59, 0:03:31, 0:51:59  9,,
15159,ishita_23  ,6,1:37:02, 0:04:46, 1:07:02  6,,
15160,devtejesh  ,6,1:37:02, 0:04:36, 0:47:02  10,,
15161,sameershende444  ,6,1:37:10, 0:03:56, 1:22:10  3,,
15162,21r01a0545ravi  ,6,1:37:12, 0:10:03, 1:22:12  3,,
15163,sanchit12-34  ,6,1:37:14, 0:02:47, 0:52:14  9,,
15164,avinashyadav16  ,6,1:37:16, 1:19:33  3, 1:22:16,,
15165,nishantsinghrai474  ,6,1:37:16, 0:04:21, 1:07:16  6,,
15166,yun-hai-zhi-shang-8  ,6,1:37:17, 0:04:15, 0:52:17  9,,
15167,UditJoshi12  ,6,1:37:20, 0:15:32, 1:22:20  3,,
15168,Vansh_Dixit  ,6,1:37:25, 0:51:36, 1:27:25  2,,
15169,bansalmuskanmb18  ,6,1:37:28, 0:06:56, 0:52:28  9,,
15170,Harini21_  ,6,1:37:30, 0:57:06, 1:27:30  2,,
15171,ganpatinath07  ,6,1:37:35, 0:10:07, 1:12:35  5,,
15172,nero_007  ,6,1:37:35, 0:03:44, 0:42:35  11,,
15173,kavya023  ,6,1:37:36, 0:06:53, 1:17:36  4,,
15174,Rushi30  ,6,1:37:38, 0:05:27, 1:22:38  3,,
15175,KISHORE__V  ,6,1:37:38, 0:05:06, 0:37:38  12,,
15176,2210030279  ,6,1:37:40, 0:38:51, 1:27:40  2,,
15177,shsi0921  ,6,1:37:40, 0:07:12  1, 1:17:40  3,,
15178,death_eater1  ,6,1:37:42, 0:02:52, 0:52:42  9,,
15179,raghavmishra2212  ,6,1:37:46, 0:05:17, 1:17:46  4,,
15180,vaibhavkumarjha  ,6,1:37:46, 0:12:25, 1:22:46  3,,
15181,SunitThecoder  ,6,1:37:46, 0:21:55, 1:27:46  2,,
15182,user2800Jw  ,6,1:37:47, 0:15:03, 1:22:47  3,,
15183,syedmohammedmuzzammil  ,6,1:37:47, 0:14:31, 1:22:47  3,,
15184,krish_053  ,6,1:37:50, 0:10:41  2, 0:57:50  6,,
15185,mathu05  ,6,1:37:51, 1:15:51, 1:27:51  2,,
15186,ganeshnedunuri3339  ,6,1:37:52, 0:17:43, 0:57:52  8,,
15187,Praddhumn_Singh  ,6,1:37:53, 0:09:56, 1:17:53  4,,
15188,user_sl  ,6,1:37:56, 0:10:40, 1:27:56  2,,
15189,avimansingh11  ,6,1:37:56, 0:18:25, 1:27:56  2,,
15190,er_pratik007  ,6,1:37:56, 0:09:28, 1:22:56  3,,
15191,tejaswi015  ,6,1:37:58, 0:41:06, 1:22:58  3,,
15192,sirusuvada  ,6,1:37:59, 0:23:40, 1:27:59  2,,
15193,srikanthr_cse  ,6,1:37:59, 0:56:23, 1:22:59  3,,
15194,s3n0b22  ,6,1:38:01, 0:02:50, 1:13:01  5,,
15195,doli_hemanth_sai  ,6,1:38:02, 0:12:35, 1:13:02  5,,
15196,krishjindal  ,6,1:38:02, 0:04:58, 1:03:02  7,,
15197,ysnehareddy24  ,6,1:38:09, 1:09:20, 1:28:09  2,,
15198,vedicmath258  ,6,1:38:10, 0:03:39, 0:38:10  12,,
15199,rajnotani146  ,6,1:38:10, 0:06:23, 1:23:10  3,,
15200,ABHI-2022  ,6,1:38:10, 0:28:53, 1:28:10  2,,
15201,rajeevroy  ,6,1:38:10, 0:03:59, 1:13:10  5,,
15202,PolluruRaghuvamshi151204  ,6,1:38:11, 0:35:32, 1:23:11  3,,
15203,Atharva_Sachan_  ,6,1:38:12, 0:11:44, 0:53:12  9,,
15204,V_inny0-2-7  ,6,1:38:12, 0:56:42, 1:23:12  3,,
15205,abhishekv003  ,6,1:38:15, 0:06:34, 1:23:15  3,,
15206,Moazzum786  ,6,1:38:16, 0:30:15  3, 0:58:16  5,,
15207,athith1996  ,6,1:38:20, 1:28:20  2, 1:26:44,,
15208,NESHASB  ,6,1:38:21, 0:29:24, 1:23:21  3,,
15209,22r05a0514  ,6,1:38:21, 0:20:25, 1:13:21  5,,
15210,kawsarArabir  ,6,1:38:22, 0:04:47, 1:13:22  5,,
15211,akhileshpal  ,6,1:38:23, 0:22:41, 1:13:23  5,,
15212,Ravindranath_Porandla  ,6,1:38:25, 0:42:13, 1:28:25  2,,
15213,Cosmosislyf  ,6,1:38:26, 0:06:25, 1:18:26  4,,
15214,emon49  ,6,1:38:28, 0:04:10, 1:23:28  3,,
15215,thomasbenardo96  ,6,1:38:34, 0:06:09  1, 0:33:34  12,,
15216,KartikLeedTheWorld  ,6,1:38:37, 0:15:49, 1:23:37  3,,
15217,Jerrykuo_87  ,6,1:38:37, 0:26:15, 1:13:37  5,,
15218,svveet-maxwelljfo  ,6,1:38:40, 0:03:39  2, 0:28:40  12,,
15219,dreamAchiever999  ,6,1:38:40, 0:02:00, 1:18:40  4,,
15220,Manish_Kr_Singh26  ,6,1:38:40, 0:06:31  2, 1:03:40  5,,
15221,Hariom_Nathani  ,6,1:38:42, 0:12:29, 1:23:42  3,,
15222,gokul-gajapathi  ,6,1:38:47, 1:02:26, 1:28:47  2,,
15223,piyushjain8  ,6,1:38:47, 0:11:16  2, 1:08:47  4,,
15224,its_private  ,6,1:38:47, 1:06:12, 1:28:47  2,,
15225,Sahil_1694  ,6,1:38:49, 0:05:18, 1:03:49  7,,
15226,Varnika-20_04  ,6,1:38:51, 0:49:25, 1:13:51  5,,
15227,RAHULNAHA  ,6,1:38:52, 0:13:51, 0:53:52  9,,
15228,_Souradip_Ghosh_  ,6,1:38:52, 0:03:57, 1:08:52  6,,
15229,2210030078  ,6,1:38:54, 0:12:28, 1:23:54  3,,
15230,Ragavaa  ,6,1:38:54, 0:05:15, 1:08:54  6,,
15231,prabhatkr426  ,6,1:38:54, 0:07:55, 1:23:54  3,,
15232,PEETANI_SRIVALLI  ,6,1:38:56, 1:19:11  3, 1:23:56,,
15233,Aryandev12  ,6,1:38:58, 0:06:39, 1:08:58  6,,
15234,20UCS076  ,6,1:38:59, 0:50:00, 1:03:59  7,,
15235,manishaupadhyay  ,6,1:39:01, 0:03:29, 1:09:01  6,,
15236,vamsijutla  ,6,1:39:03, 1:10:21  4, 1:19:03,,
15237,poi255324  ,6,1:39:05, 0:02:14, 0:59:05  8,,
15238,Shahsank_Chilukuri  ,6,1:39:05, 0:25:09, 1:24:05  3,,
15239,shu-hu-t  ,6,1:39:07, 0:02:01, 1:09:07  6,,
15240,ashishmaley  ,6,1:39:07, 1:14:39, 1:29:07  2,,
15241,ankur_code07  ,6,1:39:07, 0:11:42, 0:59:07  8,,
15242,manju107  ,6,1:39:09, 1:00:24, 1:24:09  3,,
15243,jsuriya  ,6,1:39:10, 0:04:09, 1:14:10  5,,
15244,22h51a05h3  ,6,1:39:10, 0:59:16, 1:19:10  4,,
15245,sant_os-h  ,6,1:39:10, 1:29:10  1, 1:27:26  1,,
15246,harini_sayani  ,6,1:39:10, 0:03:04, 0:54:10  9,,
15247,devaftab  ,6,1:39:16, 0:12:33, 0:59:16  8,,
15248,ManishJL  ,6,1:39:16, 1:08:37, 1:29:16  2,,
